Store No.,Date,Time,Millisecond,U-1-Total,I-1-Total,P-1-Total,S-1-Total,Q-1-Total,PF-1-Total,U-2-Total,FreqU-1-Total,FreqI-1-Total,Uppeak-1-Total,Umpeak-1-Total,Ippeak-1-Total,Impeak-1-Total,CfU-1-Total,CfI-1-Total,U-2-Total,I-2-Total,P-2-Total,S-2-Total,Q-2-Total,PF-2-Total,Phi-2-Total,FreqU-2-Total,FreqI-2-Total
407,  2022/04/04,12:06:23,292,129.95,11.901,1.55E+03,1.55E+03,-3.30E+01,0.99977,130.015,60,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.015,11.993,1.56E+03,1.56E+03,-2.61E+01,0.99986,-0.961,60.001,60.007
408,  2022/04/04,12:06:23,790,129.967,11.916,1.55E+03,1.55E+03,-3.22E+01,0.99978,129.976,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.976,11.991,1.56E+03,1.56E+03,-2.67E+01,0.99985,-0.982,60.001,60
409,  2022/04/04,12:06:24,290,129.986,11.97,1.55E+03,1.55E+03,-3.34E+01,0.99977,129.982,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.982,12.036,1.56E+03,1.56E+03,-2.49E+01,0.99987,-0.913,60.002,60.004
410,  2022/04/04,12:06:24,791,129.994,11.938,1.55E+03,1.55E+03,-3.36E+01,0.99977,129.999,60,60.007,NAN,NAN,NAN,NAN,NAN,NAN,129.999,12.042,1.56E+03,1.56E+03,-2.52E+01,0.99987,-0.924,60.002,60.004
411,  2022/04/04,12:06:25,290,129.953,11.972,1.55E+03,1.55E+03,-3.32E+01,0.99977,130.043,60.002,60,NAN,NAN,NAN,NAN,NAN,NAN,130.043,12.061,1.57E+03,1.57E+03,-2.65E+01,0.99986,-0.968,60.001,59.983
412,  2022/04/04,12:06:25,791,129.979,12.04,1.56E+03,1.56E+03,-3.19E+01,0.99979,129.991,60,59.999,NAN,NAN,NAN,NAN,NAN,NAN,129.991,12.111,1.57E+03,1.57E+03,-2.66E+01,0.99986,-0.968,60.001,59.999
413,  2022/04/04,12:06:26,291,129.996,12.072,1.57E+03,1.57E+03,-3.52E+01,0.99975,129.983,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.983,12.142,1.58E+03,1.58E+03,-2.69E+01,0.99985,-0.978,60.001,60.005
414,  2022/04/04,12:06:26,791,129.951,12.033,1.56E+03,1.56E+03,-3.18E+01,0.99979,130.035,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.035,12.122,1.58E+03,1.58E+03,-2.73E+01,0.99985,-0.995,60.002,60.003
415,  2022/04/04,12:06:27,291,129.979,12.067,1.57E+03,1.57E+03,-3.36E+01,0.99977,129.974,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,129.974,12.147,1.58E+03,1.58E+03,-2.65E+01,0.99986,-0.962,60.001,60.004
416,  2022/04/04,12:06:27,790,129.976,12.076,1.57E+03,1.57E+03,-3.45E+01,0.99976,130.008,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.008,12.135,1.58E+03,1.58E+03,-2.63E+01,0.99986,-0.957,60.001,59.995
417,  2022/04/04,12:06:28,293,129.946,12.062,1.57E+03,1.57E+03,-3.33E+01,0.99977,130.048,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.048,12.164,1.58E+03,1.58E+03,-2.46E+01,0.99988,-0.893,60.001,60.004
418,  2022/04/04,12:06:28,791,129.953,12.077,1.57E+03,1.57E+03,-3.42E+01,0.99976,130.059,60,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.059,12.189,1.58E+03,1.58E+03,-2.74E+01,0.99985,-0.991,60.002,60.007
419,  2022/04/04,12:06:29,292,129.972,12.083,1.57E+03,1.57E+03,-3.37E+01,0.99977,129.989,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.989,12.194,1.58E+03,1.58E+03,-2.70E+01,0.99985,-0.976,60.001,60.004
420,  2022/04/04,12:06:29,791,129.967,12.048,1.56E+03,1.56E+03,-3.07E+01,0.99981,130.017,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.017,12.152,1.58E+03,1.58E+03,-2.47E+01,0.99988,-0.895,60.002,59.995
421,  2022/04/04,12:06:30,291,129.973,12.023,1.56E+03,1.56E+03,-3.23E+01,0.99979,129.991,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.991,12.107,1.57E+03,1.57E+03,-2.53E+01,0.99987,-0.923,60.002,59.991
422,  2022/04/04,12:06:30,791,129.985,11.987,1.56E+03,1.56E+03,-3.35E+01,0.99977,130.001,60.001,60.013,NAN,NAN,NAN,NAN,NAN,NAN,130.001,12.082,1.57E+03,1.57E+03,-2.74E+01,0.99985,-1,60.002,60.008
423,  2022/04/04,12:06:31,291,129.946,12.006,1.56E+03,1.56E+03,-3.31E+01,0.99977,130.049,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,130.049,12.085,1.57E+03,1.57E+03,-2.57E+01,0.99987,-0.936,60.002,59.999
424,  2022/04/04,12:06:31,790,129.987,12.059,1.57E+03,1.57E+03,-3.34E+01,0.99977,130.004,60.002,60.007,NAN,NAN,NAN,NAN,NAN,NAN,130.004,12.137,1.58E+03,1.58E+03,-2.63E+01,0.99986,-0.954,60.001,59.999
425,  2022/04/04,12:06:32,291,129.982,12.062,1.57E+03,1.57E+03,-3.42E+01,0.99976,130.002,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.002,12.144,1.58E+03,1.58E+03,-2.61E+01,0.99986,-0.947,60.002,59.991
426,  2022/04/04,12:06:32,790,129.969,12.077,1.57E+03,1.57E+03,-3.48E+01,0.99975,130.009,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.009,12.174,1.58E+03,1.58E+03,-2.74E+01,0.99985,-0.993,60.002,60.004
427,  2022/04/04,12:06:33,291,129.984,12.061,1.57E+03,1.57E+03,-3.41E+01,0.99976,130.002,60.002,60.017,NAN,NAN,NAN,NAN,NAN,NAN,130.002,12.152,1.58E+03,1.58E+03,-2.68E+01,0.99986,-0.972,60.001,60.004
428,  2022/04/04,12:06:33,791,129.989,12.08,1.57E+03,1.57E+03,-3.40E+01,0.99976,129.99,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.99,12.143,1.58E+03,1.58E+03,-2.72E+01,0.99985,-0.99,60.001,59.999
429,  2022/04/04,12:06:34,290,129.945,12.108,1.57E+03,1.57E+03,-3.40E+01,0.99977,130.052,60.002,60.008,NAN,NAN,NAN,NAN,NAN,NAN,130.052,12.174,1.58E+03,1.58E+03,-2.51E+01,0.99987,-0.908,60,59.996
430,  2022/04/04,12:06:34,790,129.967,12.141,1.58E+03,1.58E+03,-3.28E+01,0.99978,129.991,60.001,60.003,NAN,NAN,NAN,NAN,NAN,NAN,129.991,12.219,1.59E+03,1.59E+03,-2.73E+01,0.99985,-0.984,60.002,59.999
431,  2022/04/04,12:06:35,291,129.985,12.102,1.57E+03,1.57E+03,-3.36E+01,0.99977,129.976,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.976,12.203,1.58E+03,1.59E+03,-2.52E+01,0.99987,-0.91,60.002,60.011
432,  2022/04/04,12:06:35,790,129.985,12.067,1.57E+03,1.57E+03,-3.47E+01,0.99976,130.012,60.002,60.003,NAN,NAN,NAN,NAN,NAN,NAN,130.012,12.156,1.58E+03,1.58E+03,-2.44E+01,0.99988,-0.885,60.001,60.012
433,  2022/04/04,12:06:36,290,129.952,12.05,1.56E+03,1.56E+03,-3.46E+01,0.99976,130.046,60.001,60.02,NAN,NAN,NAN,NAN,NAN,NAN,130.046,12.13,1.58E+03,1.58E+03,-2.72E+01,0.99985,-0.99,60.002,59.996
434,  2022/04/04,12:06:36,790,129.94,12.035,1.56E+03,1.56E+03,-3.14E+01,0.9998,130.049,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,130.049,12.107,1.57E+03,1.57E+03,-2.86E+01,0.99983,-1.042,60.002,60.011
435,  2022/04/04,12:06:37,290,129.966,12.051,1.56E+03,1.57E+03,-3.44E+01,0.99976,130.014,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,130.014,12.141,1.58E+03,1.58E+03,-2.94E+01,0.99983,-1.069,60.002,59.995
436,  2022/04/04,12:06:37,791,129.988,12.006,1.56E+03,1.56E+03,-3.34E+01,0.99977,129.965,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.965,12.116,1.57E+03,1.57E+03,-2.72E+01,0.99985,-0.99,60.001,60.015
437,  2022/04/04,12:06:38,291,129.961,12.027,1.56E+03,1.56E+03,-3.71E+01,0.99972,130.028,60.002,60.02,NAN,NAN,NAN,NAN,NAN,NAN,130.028,12.088,1.57E+03,1.57E+03,-2.58E+01,0.99987,-0.94,60.002,60.012
438,  2022/04/04,12:06:38,791,129.363,12.135,1.57E+03,1.57E+03,-3.31E+01,0.99978,129.465,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.465,12.234,1.58E+03,1.58E+03,-2.29E+01,0.9999,-0.829,60.002,60.018
439,  2022/04/04,12:06:39,292,129.403,12.677,1.64E+03,1.64E+03,-3.51E+01,0.99977,129.448,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.448,12.763,1.65E+03,1.65E+03,-2.83E+01,0.99985,-0.982,60.002,60.014
440,  2022/04/04,12:06:39,792,129.379,13.153,1.70E+03,1.70E+03,-3.31E+01,0.99981,129.471,60.002,60.007,NAN,NAN,NAN,NAN,NAN,NAN,129.471,13.221,1.71E+03,1.71E+03,-2.66E+01,0.99988,-0.891,60.002,60.002
441,  2022/04/04,12:06:40,292,129.419,13.481,1.74E+03,1.74E+03,-3.38E+01,0.99981,129.449,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.449,13.564,1.75E+03,1.75E+03,-2.81E+01,0.99987,-0.916,60.002,60.008
442,  2022/04/04,12:06:40,792,129.393,13.687,1.77E+03,1.77E+03,-3.35E+01,0.99982,129.484,60.001,60.009,NAN,NAN,NAN,NAN,NAN,NAN,129.484,13.794,1.78E+03,1.79E+03,-2.65E+01,0.99989,-0.852,60.002,60.011
443,  2022/04/04,12:06:41,292,129.423,13.85,1.79E+03,1.79E+03,-3.50E+01,0.99981,129.463,60.001,60.016,NAN,NAN,NAN,NAN,NAN,NAN,129.463,13.927,1.80E+03,1.80E+03,-2.85E+01,0.99988,-0.905,60.002,60.008
444,  2022/04/04,12:06:41,792,129.4,13.982,1.81E+03,1.81E+03,-3.46E+01,0.99982,129.502,60.002,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.502,14.045,1.82E+03,1.82E+03,-3.00E+01,0.99986,-0.946,60.001,60.012
445,  2022/04/04,12:06:42,292,129.443,14.084,1.82E+03,1.82E+03,-3.65E+01,0.9998,129.442,60.001,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.442,14.187,1.84E+03,1.84E+03,-2.95E+01,0.99987,-0.922,60.002,60.004
446,  2022/04/04,12:06:42,791,129.433,14.114,1.83E+03,1.83E+03,-3.49E+01,0.99982,129.495,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.495,14.221,1.84E+03,1.84E+03,-2.81E+01,0.99988,-0.875,60.001,59.995
447,  2022/04/04,12:06:43,291,129.449,14.147,1.83E+03,1.83E+03,-3.59E+01,0.99981,129.46,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.46,14.222,1.84E+03,1.84E+03,-2.68E+01,0.99989,-0.834,60.002,60.004
448,  2022/04/04,12:06:43,792,129.433,14.181,1.83E+03,1.83E+03,-3.46E+01,0.99982,129.488,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.488,14.265,1.85E+03,1.85E+03,-2.90E+01,0.99988,-0.9,60.001,60.008
449,  2022/04/04,12:06:44,291,129.413,14.191,1.84E+03,1.84E+03,-3.52E+01,0.99982,129.495,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.495,14.309,1.85E+03,1.85E+03,-2.80E+01,0.99989,-0.866,60.001,60.007
450,  2022/04/04,12:06:44,791,129.464,14.234,1.84E+03,1.84E+03,-3.62E+01,0.99981,129.432,60.002,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.432,14.311,1.85E+03,1.85E+03,-2.81E+01,0.99988,-0.87,60.002,60.001
451,  2022/04/04,12:06:45,292,129.457,14.27,1.85E+03,1.85E+03,-3.52E+01,0.99982,129.422,60,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.422,14.345,1.86E+03,1.86E+03,-2.85E+01,0.99988,-0.881,60.001,60.008
452,  2022/04/04,12:06:45,790,129.445,14.271,1.85E+03,1.85E+03,-3.52E+01,0.99982,129.451,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.451,14.357,1.86E+03,1.86E+03,-2.94E+01,0.99987,-0.908,60.002,60.007
453,  2022/04/04,12:06:46,291,129.426,14.289,1.85E+03,1.85E+03,-3.80E+01,0.99979,129.515,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,129.515,14.363,1.86E+03,1.86E+03,-2.91E+01,0.99988,-0.898,60.002,60.008
454,  2022/04/04,12:06:46,791,129.405,14.296,1.85E+03,1.85E+03,-3.54E+01,0.99982,129.506,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.506,14.396,1.86E+03,1.86E+03,-2.84E+01,0.99988,-0.873,60.001,60.007
455,  2022/04/04,12:06:47,291,129.468,14.313,1.85E+03,1.85E+03,-3.62E+01,0.99981,129.432,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.432,14.385,1.86E+03,1.86E+03,-2.93E+01,0.99988,-0.902,60.002,60.015
456,  2022/04/04,12:06:47,791,129.422,14.284,1.85E+03,1.85E+03,-3.33E+01,0.99984,129.493,60.001,59.999,NAN,NAN,NAN,NAN,NAN,NAN,129.493,14.377,1.86E+03,1.86E+03,-2.80E+01,0.99989,-0.862,60.001,60.003
457,  2022/04/04,12:06:48,292,129.432,14.285,1.85E+03,1.85E+03,-3.48E+01,0.99982,129.462,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.462,14.381,1.86E+03,1.86E+03,-2.97E+01,0.99987,-0.914,60.001,60.009
458,  2022/04/04,12:06:48,791,129.451,14.262,1.84E+03,1.85E+03,-3.64E+01,0.99981,129.446,60,60,NAN,NAN,NAN,NAN,NAN,NAN,129.446,14.336,1.85E+03,1.85E+03,-3.02E+01,0.99987,-0.932,60.003,60.011
459,  2022/04/04,12:06:49,291,129.42,14.224,1.84E+03,1.84E+03,-3.53E+01,0.99982,129.507,60.001,60.016,NAN,NAN,NAN,NAN,NAN,NAN,129.507,14.326,1.85E+03,1.85E+03,-2.72E+01,0.99989,-0.841,60.002,60.004
460,  2022/04/04,12:06:49,791,129.452,14.268,1.85E+03,1.85E+03,-3.53E+01,0.99982,129.449,60.002,60.016,NAN,NAN,NAN,NAN,NAN,NAN,129.449,14.367,1.86E+03,1.86E+03,-2.92E+01,0.99988,-0.899,60.002,60.007
461,  2022/04/04,12:06:50,292,129.438,14.275,1.85E+03,1.85E+03,-3.58E+01,0.99981,129.485,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.485,14.35,1.86E+03,1.86E+03,-2.79E+01,0.99989,-0.86,60.003,60.007
462,  2022/04/04,12:06:50,790,129.414,14.273,1.85E+03,1.85E+03,-3.72E+01,0.9998,129.48,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,129.48,14.366,1.86E+03,1.86E+03,-2.75E+01,0.99989,-0.846,60.002,60.012
463,  2022/04/04,12:06:51,292,129.456,14.33,1.85E+03,1.85E+03,-3.69E+01,0.9998,129.461,60,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.461,14.427,1.87E+03,1.87E+03,-2.91E+01,0.99988,-0.893,60.002,60.007
464,  2022/04/04,12:06:51,791,129.429,14.341,1.85E+03,1.86E+03,-3.59E+01,0.99981,129.507,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.507,14.431,1.87E+03,1.87E+03,-2.83E+01,0.99988,-0.869,60.001,59.996
465,  2022/04/04,12:06:52,291,129.431,14.335,1.85E+03,1.85E+03,-3.57E+01,0.99982,129.477,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.477,14.426,1.87E+03,1.87E+03,-2.77E+01,0.99989,-0.851,60.001,60.004
466,  2022/04/04,12:06:52,791,129.457,14.339,1.85E+03,1.86E+03,-3.62E+01,0.99981,129.442,60.001,60.016,NAN,NAN,NAN,NAN,NAN,NAN,129.442,14.408,1.86E+03,1.86E+03,-2.83E+01,0.99988,-0.87,60.002,60.012
467,  2022/04/04,12:06:53,291,129.473,14.344,1.86E+03,1.86E+03,-3.57E+01,0.99981,129.444,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.444,14.433,1.87E+03,1.87E+03,-2.94E+01,0.99988,-0.901,60.001,60.004
468,  2022/04/04,12:06:53,791,129.431,14.301,1.85E+03,1.85E+03,-3.42E+01,0.99983,129.51,60,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.51,14.385,1.86E+03,1.86E+03,-2.95E+01,0.99987,-0.909,60.002,59.999
469,  2022/04/04,12:06:54,291,129.41,14.287,1.85E+03,1.85E+03,-3.67E+01,0.9998,129.522,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.522,14.389,1.86E+03,1.86E+03,-2.86E+01,0.99988,-0.879,60.002,60.012
470,  2022/04/04,12:06:54,791,129.41,14.296,1.85E+03,1.85E+03,-3.61E+01,0.99981,129.528,60.002,60.011,NAN,NAN,NAN,NAN,NAN,NAN,129.528,14.398,1.86E+03,1.86E+03,-3.01E+01,0.99987,-0.925,60.002,60.004
471,  2022/04/04,12:06:55,291,129.416,14.302,1.85E+03,1.85E+03,-3.46E+01,0.99983,129.492,60,60.005,NAN,NAN,NAN,NAN,NAN,NAN,129.492,14.397,1.86E+03,1.86E+03,-2.91E+01,0.99988,-0.894,60.002,60.012
472,  2022/04/04,12:06:55,791,129.467,14.331,1.85E+03,1.85E+03,-3.74E+01,0.9998,129.441,60.002,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.441,14.399,1.86E+03,1.86E+03,-2.98E+01,0.99987,-0.918,60.002,59.996
473,  2022/04/04,12:06:56,291,129.419,14.314,1.85E+03,1.85E+03,-3.61E+01,0.99981,129.495,60.001,60.02,NAN,NAN,NAN,NAN,NAN,NAN,129.495,14.403,1.86E+03,1.86E+03,-2.72E+01,0.99989,-0.837,60.002,60.012
474,  2022/04/04,12:06:56,791,129.427,14.358,1.86E+03,1.86E+03,-3.47E+01,0.99983,129.459,60.001,60.001,NAN,NAN,NAN,NAN,NAN,NAN,129.459,14.436,1.87E+03,1.87E+03,-2.67E+01,0.9999,-0.82,60.002,60.011
475,  2022/04/04,12:06:57,291,129.422,14.38,1.86E+03,1.86E+03,-3.54E+01,0.99982,129.477,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,129.477,14.483,1.87E+03,1.87E+03,-2.90E+01,0.99988,-0.886,60.002,59.999
476,  2022/04/04,12:06:57,791,129.453,14.383,1.86E+03,1.86E+03,-3.69E+01,0.9998,129.435,60,60.011,NAN,NAN,NAN,NAN,NAN,NAN,129.435,14.463,1.87E+03,1.87E+03,-2.77E+01,0.99989,-0.848,60.002,60.008
477,  2022/04/04,12:06:58,292,129.436,14.395,1.86E+03,1.86E+03,-3.56E+01,0.99982,129.456,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,129.456,14.486,1.87E+03,1.87E+03,-2.86E+01,0.99988,-0.873,60.001,60.008
478,  2022/04/04,12:06:58,791,125.858,14.918,1.88E+03,1.88E+03,-3.40E+01,0.99984,125.886,60.002,60.024,NAN,NAN,NAN,NAN,NAN,NAN,125.886,15.019,1.89E+03,1.89E+03,-2.69E+01,0.9999,-0.816,60.001,60.02
479,  2022/04/04,12:06:59,292,125.942,16.902,2.13E+03,2.13E+03,-3.71E+01,0.99985,125.949,59.999,60.012,NAN,NAN,NAN,NAN,NAN,NAN,125.949,17.017,2.14E+03,2.14E+03,-3.07E+01,0.9999,-0.822,59.999,60.02
480,  2022/04/04,12:06:59,793,125.922,18.559,2.33E+03,2.33E+03,-3.84E+01,0.99986,126.032,60.001,60.011,NAN,NAN,NAN,NAN,NAN,NAN,126.032,18.664,2.35E+03,2.35E+03,-3.34E+01,0.9999,-0.813,60.002,60.015
481,  2022/04/04,12:07:00,291,125.999,19.742,2.48E+03,2.48E+03,-4.11E+01,0.99986,126.026,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,126.026,19.831,2.50E+03,2.50E+03,-3.32E+01,0.99991,-0.762,60.002,60.008
482,  2022/04/04,12:07:00,791,126,19.818,2.49E+03,2.49E+03,-4.29E+01,0.99985,126.04,60.002,60,NAN,NAN,NAN,NAN,NAN,NAN,126.04,19.934,2.51E+03,2.51E+03,-3.33E+01,0.99991,-0.76,60.003,60.004
483,  2022/04/04,12:07:01,291,125.957,19.824,2.49E+03,2.49E+03,-4.07E+01,0.99987,126.073,60.002,60.007,NAN,NAN,NAN,NAN,NAN,NAN,126.073,19.92,2.51E+03,2.51E+03,-3.13E+01,0.99992,-0.715,60.002,60.004
484,  2022/04/04,12:07:01,790,125.991,19.848,2.50E+03,2.50E+03,-3.89E+01,0.99988,126.023,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.023,19.934,2.51E+03,2.51E+03,-3.43E+01,0.99991,-0.782,60.002,60.007
485,  2022/04/04,12:07:02,291,125.97,19.841,2.50E+03,2.50E+03,-4.38E+01,0.99985,126.076,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.076,19.935,2.51E+03,2.51E+03,-3.35E+01,0.99991,-0.764,60.002,60.007
486,  2022/04/04,12:07:02,791,125.952,19.845,2.50E+03,2.50E+03,-4.19E+01,0.99986,126.084,60.002,60.007,NAN,NAN,NAN,NAN,NAN,NAN,126.084,19.951,2.51E+03,2.51E+03,-3.56E+01,0.9999,-0.812,60.001,60.007
487,  2022/04/04,12:07:03,290,125.981,19.847,2.50E+03,2.50E+03,-3.94E+01,0.99988,126.015,60.001,60.008,NAN,NAN,NAN,NAN,NAN,NAN,126.015,19.96,2.51E+03,2.51E+03,-3.26E+01,0.99992,-0.743,60.002,60.008
488,  2022/04/04,12:07:03,792,125.976,19.846,2.50E+03,2.50E+03,-4.40E+01,0.99985,126.037,60.001,60.009,NAN,NAN,NAN,NAN,NAN,NAN,126.037,19.924,2.51E+03,2.51E+03,-3.28E+01,0.99991,-0.749,60.002,60.012
489,  2022/04/04,12:07:04,290,126.013,19.83,2.50E+03,2.50E+03,-4.09E+01,0.99987,126.026,60.002,60.007,NAN,NAN,NAN,NAN,NAN,NAN,126.026,19.928,2.51E+03,2.51E+03,-3.48E+01,0.9999,-0.794,60.002,60.004
490,  2022/04/04,12:07:04,791,125.969,19.848,2.50E+03,2.50E+03,-4.21E+01,0.99986,126.047,60.001,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.047,19.933,2.51E+03,2.51E+03,-3.40E+01,0.99991,-0.777,60.001,60.004
491,  2022/04/04,12:07:05,291,126.004,19.836,2.50E+03,2.50E+03,-4.28E+01,0.99985,125.976,60.002,60.005,NAN,NAN,NAN,NAN,NAN,NAN,125.976,19.913,2.51E+03,2.51E+03,-3.52E+01,0.9999,-0.805,60,59.998
492,  2022/04/04,12:07:05,791,126,19.834,2.50E+03,2.50E+03,-4.33E+01,0.99985,126.007,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.007,19.928,2.51E+03,2.51E+03,-3.51E+01,0.9999,-0.801,60.002,60.004
493,  2022/04/04,12:07:06,291,125.99,19.83,2.50E+03,2.50E+03,-3.98E+01,0.99987,126.038,60.001,60.003,NAN,NAN,NAN,NAN,NAN,NAN,126.038,19.935,2.51E+03,2.51E+03,-3.41E+01,0.99991,-0.778,60.001,60.008
494,  2022/04/04,12:07:06,791,125.955,19.823,2.49E+03,2.49E+03,-4.19E+01,0.99986,126.062,60.002,60.012,NAN,NAN,NAN,NAN,NAN,NAN,126.062,19.919,2.51E+03,2.51E+03,-3.31E+01,0.99991,-0.755,60.002,60.012
495,  2022/04/04,12:07:07,291,126.005,19.806,2.49E+03,2.49E+03,-4.32E+01,0.99985,125.971,60.001,59.999,NAN,NAN,NAN,NAN,NAN,NAN,125.971,19.921,2.51E+03,2.51E+03,-3.33E+01,0.99991,-0.76,60.004,59.999
496,  2022/04/04,12:07:07,791,125.998,19.84,2.50E+03,2.50E+03,-4.41E+01,0.99984,126.011,60.002,60.009,NAN,NAN,NAN,NAN,NAN,NAN,126.011,19.948,2.51E+03,2.51E+03,-3.40E+01,0.99991,-0.775,60.002,60
497,  2022/04/04,12:07:08,291,126.018,19.839,2.50E+03,2.50E+03,-4.07E+01,0.99987,125.984,60.001,60.005,NAN,NAN,NAN,NAN,NAN,NAN,125.984,19.928,2.51E+03,2.51E+03,-3.46E+01,0.9999,-0.791,60.002,60.004
498,  2022/04/04,12:07:08,792,125.952,19.814,2.49E+03,2.49E+03,-4.25E+01,0.99985,126.042,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,126.042,19.939,2.51E+03,2.51E+03,-3.43E+01,0.99991,-0.784,60.002,60.012
499,  2022/04/04,12:07:09,292,126,19.831,2.50E+03,2.50E+03,-4.10E+01,0.99986,125.98,60.003,60.004,NAN,NAN,NAN,NAN,NAN,NAN,125.98,19.919,2.51E+03,2.51E+03,-3.40E+01,0.99991,-0.778,60.001,60.009
500,  2022/04/04,12:07:09,792,125.951,19.848,2.50E+03,2.50E+03,-4.38E+01,0.99985,126.033,60,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.033,19.943,2.51E+03,2.51E+03,-3.51E+01,0.9999,-0.801,60.003,59.999
501,  2022/04/04,12:07:10,291,126,19.828,2.50E+03,2.50E+03,-4.22E+01,0.99986,125.995,60.001,60.003,NAN,NAN,NAN,NAN,NAN,NAN,125.995,19.927,2.51E+03,2.51E+03,-3.51E+01,0.9999,-0.802,60,59.996
502,  2022/04/04,12:07:10,791,125.957,19.825,2.49E+03,2.49E+03,-4.22E+01,0.99986,126.033,60.002,60.007,NAN,NAN,NAN,NAN,NAN,NAN,126.033,19.943,2.51E+03,2.51E+03,-3.36E+01,0.99991,-0.767,60.002,60.009
503,  2022/04/04,12:07:11,291,125.982,19.837,2.50E+03,2.50E+03,-4.07E+01,0.99987,125.997,60.001,60.007,NAN,NAN,NAN,NAN,NAN,NAN,125.997,19.951,2.51E+03,2.51E+03,-3.48E+01,0.9999,-0.794,60.001,60.009
504,  2022/04/04,12:07:11,791,125.984,19.819,2.49E+03,2.49E+03,-4.23E+01,0.99986,126.029,60.002,60.009,NAN,NAN,NAN,NAN,NAN,NAN,126.029,19.915,2.51E+03,2.51E+03,-3.42E+01,0.99991,-0.782,60.001,59.999
505,  2022/04/04,12:07:12,291,125.953,19.844,2.50E+03,2.50E+03,-4.32E+01,0.99985,126.017,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.017,19.939,2.51E+03,2.51E+03,-3.51E+01,0.9999,-0.802,60.003,60.005
506,  2022/04/04,12:07:12,791,125.962,19.843,2.50E+03,2.50E+03,-4.21E+01,0.99986,126.024,60.002,60.004,NAN,NAN,NAN,NAN,NAN,NAN,126.024,19.93,2.51E+03,2.51E+03,-3.54E+01,0.9999,-0.807,60,60.003
